iter	RMSE
1059	0.0003175369323
1060	0.0003126916165
1061	0.0003108916096
1062	0.0003087059969
1063	0.0003083949728
1064	0.0003073651686
1065	0.0003064086925
1066	0.0003029704433
1067	0.0003006909788
1068	0.0002997110726
1069	0.0002966514836
1070	0.0002941072798
1071	0.0002938328583
1072	0.0002913871872
1073	0.00029087426
1074	0.000287874738
1075	0.0002872594896
1076	0.000284771123
1077	0.0002819803614
1078	0.0002795462794
1079	0.0002779021537
1080	0.0002766378153
1081	0.0002759311943
1082	0.0002739326381
1083	0.0002698701523
1084	0.0002662625353
1085	0.0002655434471
1086	0.0002642789415
1087	0.0002635319489
1088	0.0002623108274
1089	0.0002598254513
1090	0.0002561515802
1091	0.0002546650622
1092	0.0002536944136
1093	0.0002509565646
1094	0.0002483130423
1095	0.0002469937403
1096	0.0002431452402
1097	0.0002418232654
1098	0.000241029041
1099	0.0002402712406
1100	0.0002389494027
1101	0.0002371964006
1102	0.0002359935683
1103	0.0002356550707
1104	0.0002349015472
1105	0.0002327490937
1106	0.0002325503069
1107	0.0002305352526
1108	0.0002279938722
1109	0.0002257617648
1110	0.0002245836488
1111	0.0002235524079
1112	0.0002223473323
1113	0.0002220206727
1114	0.0002208532573
1115	0.0002195459438
1116	0.0002181377954
1117	0.0002146536486
1118	0.0002130142856
1119	0.000211346885
1120	0.0002092618639
1121	0.0002081585517
1122	0.000207739608
1123	0.000207523529
1124	0.0002060319709
1125	0.00020393527
1126	0.0002020200676
1127	0.0002016760192
1128	0.0001999707327
1129	0.0001996908489
1130	0.0001970850607
1131	0.000195933689
1132	0.0001947227181
1133	0.0001936984993
1134	0.0001923765852
1135	0.0001921239389
1136	0.000189960316
1137	0.0001889410326
1138	0.0001887399761
1139	0.0001871554023
1140	0.0001841118905
1141	0.0001830481154
1142	0.0001828707417
1143	0.0001817237899
1144	0.0001805035682
1145	0.0001794092006
1146	0.0001789292119
1147	0.0001769979929
1148	0.0001762223517
1149	0.0001747858916
1150	0.0001719371161
1151	0.0001708701698
1152	0.0001697014122
1153	0.0001686203221
1154	0.0001672253255
1155	0.0001651743413
1156	0.000164204828
1157	0.000163153844
1158	0.0001621471349
1159	0.0001617594241
1160	0.0001601945637
1161	0.0001599006207
1162	0.0001597481586
1163	0.0001579711968
1164	0.0001572713383
1165	0.0001561245847
1166	0.0001556287189
1167	0.0001553841775
1168	0.0001538088508
1169	0.0001533656019
1170	0.0001522759673
1171	0.0001521620656
1172	0.0001513368098
1173	0.0001507523031
1174	0.0001504279687
1175	0.0001502729399
1176	0.0001496465443
1177	0.0001481575457
1178	0.0001470948225
1179	0.000146049237
1180	0.0001454270012
1181	0.0001436004976
1182	0.0001434000818
1183	0.0001426155657
1184	0.0001419030086
1185	0.000140702776
1186	0.0001390469773
1187	0.0001376279186
1188	0.0001375324114
1189	0.0001373998368
1190	0.000135864113
1191	0.0001346174399
1192	0.0001333554536
1193	0.0001317805457
1194	0.0001316082141
1195	0.0001309833267
1196	0.0001299312376
1197	0.0001285242925
1198	0.0001278106163
1199	0.0001263460563
1200	0.0001243430784
1201	0.0001235869426
1202	0.0001218946094
1203	0.0001207888123
1204	0.0001195724292
1205	0.0001194645762
1206	0.0001184398639
1207	0.0001183451677
1208	0.0001175028275
1209	0.0001173570213
1210	0.0001162050618
1211	0.0001161039786
1212	0.0001160050424
1213	0.0001150121692
1214	0.0001143815426
1215	0.0001142358355
1216	0.000113125681
1217	0.0001126506419
1218	0.0001108116588
1219	0.0001101910333
1220	0.0001090995684
1221	0.0001081119654
1222	0.0001068796039
1223	0.0001060825922
1224	0.0001054007989
1225	0.0001050898537
1226	0.0001047193155
1227	0.0001042416868
1228	0.0001041401583
1229	0.0001032491182
1230	0.0001026627269
1231	0.0001021034175
1232	0.0001007974891
1233	0.0001000913369
1234	9.952125325e-05
1235	9.926239943e-05
1236	9.828070065e-05
1237	9.732101742e-05
1238	9.657708713e-05
1239	9.571812783e-05
1240	9.532919321e-05
1241	9.526365045e-05
1242	9.516265453e-05
1243	9.465264752e-05
1244	9.42529323e-05
1245	9.363451877e-05
1246	9.314495888e-05
1247	9.28312687e-05
1248	9.231576903e-05
1249	9.174204483e-05
1250	9.066638605e-05
1251	9.054868473e-05
1252	9.00114115e-05
1253	8.937741031e-05
1254	8.891016766e-05
1255	8.837546682e-05
1256	8.730045918e-05
1257	8.688522323e-05
1258	8.608021048e-05
1259	8.493176791e-05
1260	8.448989707e-05
1261	8.391806534e-05
1262	8.344616408e-05
1263	8.323629171e-05
1264	8.276004013e-05
1265	8.211947555e-05
1266	8.184970091e-05
1267	8.135682745e-05
1268	8.083839055e-05
1269	8.072550305e-05
1270	8.052020195e-05
1271	7.969767399e-05
1272	7.858122238e-05
1273	7.824861271e-05
1274	7.754917547e-05
1275	7.704879283e-05
1276	7.692751842e-05
1277	7.63798138e-05
1278	7.622722358e-05
1279	7.571352279e-05
1280	7.563993315e-05
1281	7.461109598e-05
1282	7.438470926e-05
1283	7.299884198e-05
1284	7.262205894e-05
1285	7.213473506e-05
1286	7.130921396e-05
1287	7.122326627e-05
1288	7.100443177e-05
1289	7.076357667e-05
1290	7.068274335e-05
1291	6.988791209e-05
1292	6.955570451e-05
1293	6.88188362e-05
1294	6.874354172e-05
1295	6.800990313e-05
1296	6.768357408e-05
1297	6.733398331e-05
1298	6.631783648e-05
1299	6.600231482e-05
1300	6.546944247e-05
1301	6.459461836e-05
1302	6.433435401e-05
1303	6.385462895e-05
1304	6.363268034e-05
1305	6.322578448e-05
1306	6.299481197e-05
1307	6.294712745e-05
1308	6.245105977e-05
1309	6.204835219e-05
1310	6.179065145e-05
1311	6.138156246e-05
1312	6.111447495e-05
1313	6.082362076e-05
1314	6.063298302e-05
1315	6.035995033e-05
1316	6.007088059e-05
1317	5.971461543e-05
1318	5.936063618e-05
1319	5.914600027e-05
1320	5.843270938e-05
1321	5.801073517e-05
1322	5.753524213e-05
1323	5.692793011e-05
1324	5.680377893e-05
1325	5.651785332e-05
1326	5.636222144e-05
1327	5.593723749e-05
1328	5.571373735e-05
1329	5.544305488e-05
1330	5.50242366e-05
1331	5.469536497e-05
1332	5.383059821e-05
1333	5.378057244e-05
1334	5.353829964e-05
1335	5.310925093e-05
1336	5.29734142e-05
1337	5.252682451e-05
1338	5.238261788e-05
1339	5.209170029e-05
1340	5.17202638e-05
1341	5.16030225e-05
1342	5.142678008e-05
1343	5.132101035e-05
1344	5.068818136e-05
1345	5.042730103e-05
1346	5.015180132e-05
1347	4.972521171e-05
1348	4.953240616e-05
1349	4.905686156e-05
1350	4.850120811e-05
1351	4.829732927e-05
1352	4.817019693e-05
1353	4.810447856e-05
1354	4.774243632e-05
1355	4.717536688e-05
1356	4.674064662e-05
1357	4.640924604e-05
1358	4.637058993e-05
1359	4.582720097e-05
1360	4.553771358e-05
1361	4.520393538e-05
1362	4.498509927e-05
1363	4.447828404e-05
1364	4.44455527e-05
1365	4.402691932e-05
1366	4.362983963e-05
1367	4.352220809e-05
1368	4.334563164e-05
1369	4.311630771e-05
1370	4.278999503e-05
1371	4.226985903e-05
1372	4.164247231e-05
1373	4.14624514e-05
1374	4.142484683e-05
1375	4.133395035e-05
1376	4.121337033e-05
1377	4.094487044e-05
1378	4.053082551e-05
1379	4.04163576e-05
1380	4.030826002e-05
1381	4.0049056e-05
1382	3.992521258e-05
1383	3.962456302e-05
1384	3.951090416e-05
1385	3.948129536e-05
1386	3.921306495e-05
1387	3.915104811e-05
1388	3.894892647e-05
1389	3.875506935e-05
1390	3.853909389e-05
1391	3.847404674e-05
1392	3.807754492e-05
1393	3.789566433e-05
1394	3.763974667e-05
1395	3.746210138e-05
1396	3.706736015e-05
1397	3.664122271e-05
1398	3.640251587e-05
1399	3.585034095e-05
1400	3.571012308e-05
1401	3.512364799e-05
1402	3.490979718e-05
1403	3.470098613e-05
1404	3.458742591e-05
1405	3.413087807e-05
1406	3.398266336e-05
1407	3.379088424e-05
1408	3.366597096e-05
1409	3.362115461e-05
1410	3.325481415e-05
1411	3.303369428e-05
1412	3.27136316e-05
1413	3.2389443e-05
1414	3.227710881e-05
1415	3.212260245e-05
1416	3.167743399e-05
1417	3.16538764e-05
1418	3.140789608e-05
1419	3.111849305e-05
1420	3.093852081e-05
1421	3.076503793e-05
1422	3.060755402e-05
1423	3.030000911e-05
1424	2.994130654e-05
1425	2.980490318e-05
1426	2.977703588e-05
1427	2.952134091e-05
1428	2.913394686e-05
1429	2.879631892e-05
1430	2.870356581e-05
1431	2.850242272e-05
1432	2.830152244e-05
