iter	Logloss
0	0.6105598001
1	0.5501903085
2	0.494980195
3	0.4495179232
4	0.4081060466
5	0.3790082932
6	0.3579437031
7	0.3287773693
8	0.3126446219
9	0.2955408377
10	0.2813271915
11	0.2704866073
12	0.2565787259
13	0.2430444605
14	0.2314583975
15	0.2261808059
16	0.2178752282
17	0.2095172265
18	0.2013382351
19	0.1924110441
20	0.1867450406
21	0.1805705042
22	0.1748345599
23	0.1691783456
24	0.1637307335
25	0.1592041184
26	0.1566054961
27	0.1545076931
28	0.1515655518
29	0.147606485
30	0.1436442207
31	0.1400182107
32	0.1381919945
33	0.1330368379
34	0.1265103957
35	0.1242106943
36	0.1212442061
37	0.1182563585
38	0.1156937796
39	0.1130117949
40	0.1104400929
41	0.1069654016
42	0.1034922039
43	0.09980609838
44	0.09704870336
45	0.0965409349
46	0.09363433193
47	0.0923056883
48	0.09045617019
49	0.08987585236
50	0.08857471803
51	0.0880169027
52	0.08706960959
53	0.08535407571
54	0.08253776326
55	0.07985748263
56	0.07849932418
57	0.07707839854
58	0.07502136511
59	0.07349981981
60	0.07272265939
61	0.0705572507
62	0.06995011778
63	0.06784391403
64	0.06586248734
65	0.06434059143
66	0.0626688284
67	0.06144847589
68	0.06061280475
69	0.05893516541
70	0.0587427546
71	0.05775659225
72	0.05646550305
73	0.05572978188
74	0.05478262901
75	0.0545811583
76	0.05432534919
77	0.05367964156
78	0.05251290518
79	0.05171817191
80	0.05154550076
81	0.04995843593
82	0.04987454414
83	0.04903683242
84	0.0474680592
85	0.04651988604
86	0.04579869439
87	0.04491785695
88	0.04363190427
89	0.04331641337
90	0.04273697909
91	0.04172523933
92	0.04037253997
93	0.0401872116
94	0.03982165631
95	0.03891200178
96	0.03857764777
97	0.03836882114
98	0.03817830717
99	0.03788895467
100	0.03698752908
101	0.03603076234
102	0.03535527342
103	0.03484437396
104	0.03456634283
105	0.03431926054
106	0.03422398778
107	0.03359265538
108	0.03297274604
109	0.03289300554
110	0.03209371427
111	0.03148855532
112	0.03129386902
113	0.03089778914
114	0.03082574115
115	0.03039782889
116	0.03025123652
117	0.02971371482
118	0.02950671841
119	0.02889861079
120	0.02873241025
121	0.02845243321
122	0.02838427004
123	0.02804955314
124	0.02749101204
125	0.02696669277
126	0.02645240812
127	0.02628906685
128	0.02600359917
129	0.02572752097
130	0.02547342988
131	0.02535464658
132	0.02525012984
133	0.02456421011
134	0.02446454413
135	0.02414038427
136	0.02409400659
137	0.02387555207
138	0.0235710144
139	0.02330827713
140	0.02301557976
141	0.02262903487
142	0.02254875793
143	0.02239928351
144	0.02226587253
145	0.02200439748
146	0.02179485209
147	0.0217545909
148	0.02145160647
149	0.02117039
150	0.02112955732
151	0.02078327011
152	0.02046445538
153	0.02016739635
154	0.02007346469
155	0.02003966009
156	0.01999220953
157	0.01981525561
158	0.01955435206
159	0.01937757169
160	0.01933734031
161	0.01924937438
162	0.01916756875
163	0.01893418852
164	0.01859187028
165	0.01837641176
166	0.0181445269
167	0.01783274026
168	0.01759418144
169	0.01745492921
170	0.01734457472
171	0.01711447099
172	0.01690458901
173	0.01672908488
174	0.01665196699
175	0.01652687437
176	0.0164478614
177	0.01637004929
178	0.0163327438
179	0.01626512058
180	0.01624685877
181	0.01615784098
182	0.01590984359
183	0.01567985731
184	0.01552029568
185	0.01549652745
186	0.01533814739
187	0.01515255956
188	0.01509470624
189	0.01492922622
190	0.01479125198
191	0.01465012221
192	0.0144837411
193	0.01440385247
194	0.01427416153
195	0.01425922092
196	0.01419096659
197	0.0141724576
198	0.01399371554
199	0.01384089449
200	0.01372304383
201	0.0136270786
202	0.0135574148
203	0.01354820413
204	0.01329788741
205	0.01323314537
206	0.01318462807
207	0.01307809178
208	0.01291656757
209	0.01281197457
210	0.01268064275
211	0.01258547429
212	0.01244316645
213	0.01232998687
214	0.01231229744
215	0.0121710353
216	0.01202453848
217	0.01195405687
218	0.01182450354
219	0.01174303013
220	0.01167055964
221	0.01165447253
222	0.01164328
223	0.01155005395
224	0.01142984453
225	0.01130894177
226	0.01119761169
227	0.01113401879
228	0.011060876
229	0.01096870093
230	0.01095598673
231	0.01094536922
232	0.01094116709
233	0.01083466235
234	0.01073367894
235	0.0106114079
236	0.01046130061
237	0.01041859564
238	0.01035311643
239	0.01034114115
240	0.01023890341
241	0.01017786562
242	0.01014241664
243	0.01004171547
244	0.01001503538
245	0.009864561698
246	0.009759008884
247	0.00968609312
248	0.009594977779
249	0.009556633585
250	0.009455713279
251	0.009378226364
252	0.009353046908
253	0.009300774511
254	0.009293697336
255	0.009263424312
