iter	Passed	Remaining
0	6	50743
1	9	39885
2	12	33234
3	14	29065
4	16	27425
5	22	30450
6	25	30059
7	28	29484
8	31	28829
9	36	29812
10	40	30338
11	44	30027
12	47	29966
13	52	30391
14	56	30643
15	60	30950
16	63	30766
17	69	31353
18	73	31599
19	76	31247
20	79	31029
21	85	31664
22	88	31545
23	92	31354
24	95	31084
25	99	31149
26	103	31359
27	106	31132
28	109	30900
29	112	30696
30	118	31294
31	122	31118
32	125	31013
33	129	30994
34	134	31368
35	140	31719
36	144	31862
37	148	31963
38	152	31875
39	155	31751
40	158	31542
41	163	31766
42	168	31838
43	171	31746
44	174	31609
45	179	31828
46	183	31776
47	186	31634
48	189	31515
49	195	31835
50	199	31787
51	202	31659
52	205	31533
53	210	31778
54	215	31871
55	218	31748
56	221	31672
57	226	31806
58	232	32026
59	235	31972
60	239	31891
61	244	32019
62	247	31887
63	250	31777
64	253	31650
65	258	31788
66	261	31758
67	265	31664
68	267	31543
69	271	31507
70	277	31794
71	283	31935
72	288	32062
73	292	32099
74	296	32056
75	299	31949
76	305	32227
77	309	32175
78	312	32085
79	315	32002
80	322	32330
81	326	32278
82	329	32239
83	335	32379
84	339	32361
85	342	32257
86	345	32187
87	348	32109
88	353	32194
89	358	32238
90	361	32216
91	367	32378
92	371	32391
93	375	32308
94	378	32242
95	383	32313
96	387	32370
97	391	32319
98	394	32226
99	398	32255
100	402	32265
101	405	32188
102	408	32109
103	412	32059
104	417	32183
105	423	32309
106	427	32295
107	433	32460
108	437	32437
109	440	32351
110	443	32322
111	448	32354
112	452	32338
113	456	32342
114	461	32392
115	465	32385
116	468	32309
117	471	32240
118	476	32298
119	482	32424
120	487	32505
121	495	32797
122	500	32827
123	504	32819
124	510	32968
125	515	33029
126	522	33166
127	527	33228
128	531	33206
129	534	33130
130	538	33111
131	541	33076
132	544	32994
133	547	32934
134	550	32868
135	556	32948
136	560	32957
137	564	32965
138	569	32972
139	573	32983
140	576	32915
141	579	32865
142	589	33163
143	595	33260
144	605	33592
145	608	33561
146	618	33838
147	622	33853
148	626	33800
149	629	33743
150	634	33799
151	638	33775
152	641	33713
153	644	33637
154	647	33567
155	654	33718
156	658	33725
157	662	33676
158	667	33712
159	671	33713
160	675	33673
161	678	33645
162	685	33771
163	688	33707
164	692	33665
165	695	33617
166	700	33649
167	704	33666
168	708	33616
169	712	33619
170	716	33605
171	719	33549
172	721	33463
173	725	33435
174	731	33525
