iter	Passed	Remaining
0	1	14083
1	3	14579
2	5	14368
3	6	14295
4	8	14244
5	10	14532
6	12	14540
7	14	14551
8	15	14541
9	17	14517
10	19	14517
11	21	14457
12	22	14415
13	24	14360
14	26	14370
15	28	14334
16	29	14321
17	31	14530
18	35	15234
19	37	15519
20	39	15557
21	41	15508
22	43	15470
23	45	15442
24	47	15413
25	48	15389
26	51	15545
27	53	15516
28	55	15497
29	56	15465
30	58	15420
31	60	15394
32	62	15358
33	64	15367
34	65	15351
35	67	15329
36	69	15317
37	71	15298
38	73	15265
39	75	15379
40	77	15422
41	80	15524
42	81	15532
43	84	15660
44	86	15695
45	88	15664
46	90	15652
47	92	15727
48	94	15762
49	96	15773
50	98	15754
51	100	15720
52	102	15701
53	104	15692
54	106	15701
55	107	15681
56	109	15650
57	111	15619
58	113	15601
59	114	15580
60	116	15561
61	118	15540
62	120	15585
63	122	15554
64	124	15529
65	125	15496
66	127	15480
67	129	15455
68	131	15442
69	133	15435
70	134	15422
71	137	15453
72	138	15451
73	141	15488
74	142	15455
75	144	15441
76	146	15430
77	148	15418
78	150	15408
79	151	15392
80	154	15430
81	156	15439
82	158	15461
83	160	15458
84	161	15436
85	163	15410
86	164	15346
87	166	15342
88	168	15379
89	171	15397
90	173	15401
91	175	15431
92	177	15431
93	179	15497
94	181	15509
95	184	15559
96	186	15576
97	188	15594
98	190	15611
99	193	15628
100	194	15621
101	197	15641
102	200	15720
103	202	15711
104	204	15719
105	205	15701
106	207	15684
107	209	15662
108	211	15666
109	213	15662
110	215	15688
111	217	15670
112	219	15665
113	220	15654
114	222	15638
115	224	15619
116	226	15605
117	227	15587
118	229	15571
119	231	15567
120	233	15588
121	235	15576
122	237	15566
123	238	15548
124	240	15530
125	242	15513
126	244	15495
127	245	15479
128	247	15464
129	249	15447
130	250	15431
131	252	15416
132	254	15401
133	255	15385
134	257	15372
135	259	15357
136	260	15344
137	263	15352
138	264	15336
139	266	15323
140	268	15308
141	269	15295
142	271	15282
143	273	15270
144	274	15258
145	276	15246
146	278	15234
147	280	15219
148	281	15204
149	283	15195
150	285	15181
151	286	15168
152	288	15156
153	290	15144
154	292	15161
155	296	15272
156	299	15327
157	301	15315
158	302	15305
159	304	15291
160	306	15278
161	307	15266
162	309	15269
163	312	15282
164	315	15333
165	317	15336
166	319	15332
167	320	15323
168	322	15313
169	324	15320
170	326	15326
