iter	Passed	Remaining
0	3	29163
1	8	34947
2	11	32123
3	14	30472
4	19	31407
5	22	30237
6	25	29255
7	28	29428
8	32	29297
9	34	28437
10	37	27671
11	40	27931
12	43	27370
13	47	27661
14	49	27134
15	52	26768
16	55	26593
17	58	26430
18	63	27414
19	66	27323
20	69	27137
21	72	26872
22	75	26777
23	78	26617
24	80	26356
25	83	26251
26	86	26046
27	88	25908
28	91	25855
29	94	25823
30	97	25702
31	100	25583
32	102	25425
33	106	25442
34	108	25287
35	110	25114
36	113	24974
37	120	25883
38	125	26217
39	130	26511
40	132	26333
41	134	26177
42	137	26065
43	140	25933
44	142	25810
45	147	26109
46	150	26045
47	152	25923
48	155	25813
49	160	26068
50	163	26062
51	166	26055
52	168	25940
53	171	25828
54	174	25784
55	177	25733
56	181	25928
57	185	26041
58	188	26035
59	191	26016
60	194	25920
61	196	25800
62	199	25694
63	201	25575
64	204	25528
65	209	25743
66	212	25711
67	214	25669
68	217	25591
69	221	25755
70	226	25900
71	230	26014
72	233	25946
73	237	26016
74	239	25957
75	244	26057
76	246	26028
77	249	25944
78	251	25844
79	254	25826
80	256	25725
81	259	25682
82	261	25559
83	263	25481
84	266	25378
85	268	25298
86	270	25204
87	273	25150
88	275	25049
89	277	24985
90	279	24883
91	281	24792
92	283	24729
93	286	24646
94	288	24561
95	290	24466
96	292	24392
97	294	24300
98	296	24221
99	298	24168
100	301	24136
101	303	24055
102	305	24004
103	307	23949
104	310	23877
105	312	23810
106	314	23755
107	316	23691
108	318	23625
109	320	23545
110	322	23465
111	324	23384
112	325	23303
113	327	23233
114	329	23158
115	331	23091
116	333	23036
117	335	22962
118	337	22891
119	339	22867
120	341	22812
121	343	22752
122	346	22705
123	348	22647
124	350	22591
125	351	22524
126	353	22463
127	355	22404
128	357	22356
129	359	22300
130	361	22248
131	364	22231
132	366	22178
133	367	22126
134	370	22087
135	372	22065
136	374	22030
137	376	21990
138	383	22196
139	386	22206
140	388	22163
141	390	22118
142	392	22089
143	394	22047
144	396	22019
145	398	21978
146	400	21929
147	402	21874
148	404	21823
149	406	21772
150	408	21741
151	410	21704
152	412	21671
153	414	21629
154	416	21594
155	418	21556
156	420	21515
157	423	21512
158	425	21507
159	427	21482
160	429	21436
161	431	21400
162	433	21372
163	436	21369
164	438	21356
165	442	21402
166	444	21372
167	446	21338
168	448	21299
169	450	21256
170	453	21249
171	455	21238
172	457	21206
173	460	21232
174	462	21204
175	464	21175
176	466	21142
177	468	21106
178	471	21092
179	475	21172
180	478	21189
181	480	21164
182	483	21144
183	485	21132
184	487	21111
185	490	21111
186	492	21104
187	495	21077
188	497	21050
189	499	21034
190	502	21039
191	504	21019
192	506	21005
193	509	20997
194	511	20979
195	513	20951
196	515	20926
197	517	20895
198	519	20873
199	521	20854
200	524	20833
201	526	20808
202	527	20778
203	529	20751
204	533	20770
205	535	20747
206	537	20733
207	539	20718
208	542	20705
209	544	20707
210	550	20824
211	552	20809
212	554	20775
213	556	20740
214	558	20721
215	561	20742
