iter	Passed	Remaining
0	2	20972
1	4	18890
2	7	19476
3	9	19259
4	11	18433
5	14	20000
6	16	18933
7	17	18193
8	20	18435
9	22	18048
10	23	17658
11	25	17654
12	28	18032
13	30	17789
14	32	17780
15	34	17630
16	36	17461
17	38	17447
18	40	17482
19	42	17353
20	44	17338
21	46	17204
22	48	17121
23	49	16968
24	51	16873
25	53	16838
26	55	16779
27	57	16694
28	60	16933
29	61	16818
30	63	16686
31	65	16581
32	67	16607
33	68	16551
34	70	16497
35	73	16577
36	75	16665
37	77	16708
38	79	16666
39	81	16621
40	83	16557
41	85	16638
42	86	16476
43	88	16418
44	91	16623
45	93	16548
46	95	16570
47	97	16547
48	100	16630
49	102	16614
50	103	16584
51	106	16617
52	108	16588
53	109	16549
54	111	16521
55	113	16479
56	115	16439
57	117	16410
58	118	16390
59	120	16395
60	122	16364
61	124	16327
62	126	16301
63	128	16271
64	129	16247
65	131	16236
66	134	16315
67	140	16842
68	146	17236
69	148	17260
70	151	17276
71	153	17347
72	155	17319
73	157	17289
74	159	17267
75	161	17241
76	163	17195
77	165	17164
78	166	17113
79	168	17097
80	170	17069
81	172	17037
82	174	17004
83	175	16977
84	177	16952
85	179	16917
86	181	16881
87	183	16854
88	184	16837
89	186	16809
90	188	16766
91	190	16736
92	192	16748
93	194	16760
94	196	16738
95	198	16719
96	200	16703
97	201	16673
98	203	16643
99	205	16645
100	207	16621
101	209	16598
102	211	16576
103	213	16569
104	214	16553
105	216	16534
106	218	16506
107	220	16487
108	222	16465
109	223	16450
110	225	16440
111	227	16438
112	229	16426
113	231	16417
114	233	16408
115	235	16429
116	238	16442
117	240	16460
118	243	16496
119	245	16496
120	247	16515
121	249	16511
122	251	16491
123	253	16465
124	254	16442
125	256	16432
126	258	16420
127	260	16407
128	262	16400
129	264	16382
130	266	16372
131	267	16354
132	269	16343
133	271	16340
134	274	16376
135	276	16373
136	278	16359
137	280	16348
138	281	16327
139	283	16311
140	285	16317
141	287	16315
142	289	16302
143	293	16419
144	295	16405
145	297	16407
146	299	16393
147	301	16406
148	303	16398
149	305	16392
150	307	16389
151	309	16377
152	311	16365
153	313	16349
154	315	16343
155	317	16380
156	319	16373
157	321	16361
158	323	16345
159	325	16329
160	327	16323
161	331	16438
162	333	16431
163	337	16508
164	339	16500
165	341	16493
166	343	16495
167	345	16515
168	349	16597
169	351	16587
170	353	16579
171	355	16567
172	358	16597
173	360	16595
174	362	16597
175	364	16585
176	366	16577
177	368	16570
178	369	16560
179	371	16555
180	374	16554
181	376	16570
182	378	16556
183	380	16542
184	382	16534
185	384	16531
186	385	16523
187	387	16516
188	390	16525
189	392	16518
190	394	16506
191	396	16504
192	397	16493
193	399	16478
194	401	16486
195	403	16471
196	406	16490
197	408	16491
198	410	16507
199	412	16494
200	414	16483
201	416	16473
202	418	16468
203	420	16469
204	422	16465
205	424	16460
206	426	16465
207	428	16459
208	430	16448
209	432	16448
210	435	16461
211	437	16453
212	438	16442
213	440	16435
214	442	16414
215	443	16394
216	445	16379
217	447	16374
218	449	16357
219	451	16354
220	452	16333
221	454	16318
222	456	16323
223	458	16304
224	460	16296
225	461	16284
226	463	16266
227	465	16251
228	467	16251
229	468	16231
230	470	16208
231	473	16232
232	475	16228
233	476	16219
234	478	16209
235	480	16198
236	483	16215
237	485	16215
238	487	16220
239	489	16230
240	492	16252
241	496	16307
242	498	16318
243	501	16321
244	503	16326
245	505	16329
246	507	16337
247	510	16348
248	512	16355
249	514	16357
250	517	16359
