iter	Passed	Remaining
0	2	24225
1	4	20392
2	7	19654
3	10	20806
4	13	21560
5	15	20966
6	17	19947
7	19	19967
8	22	20336
9	25	20465
10	27	20446
11	29	20155
12	31	19548
13	32	18998
14	34	18639
15	36	18671
16	38	18637
17	40	18482
18	42	18137
19	44	18111
20	46	18055
21	48	18135
22	51	18310
23	53	18376
24	55	18199
25	56	17891
26	58	17767
27	61	17944
28	64	18109
29	66	18056
30	68	17920
31	70	17899
32	72	17935
33	75	18046
34	76	17877
35	79	17994
36	81	17916
37	82	17783
38	84	17616
39	85	17495
40	87	17319
41	89	17323
42	90	17221
43	92	17142
44	94	17045
45	96	17140
46	98	17099
47	100	16995
48	101	16877
49	102	16750
50	104	16681
51	106	16671
52	108	16665
53	110	16643
54	113	16765
55	115	16781
56	117	16779
57	119	16737
58	121	16756
59	123	16734
60	127	16938
61	129	16919
62	130	16833
63	131	16746
64	134	16786
65	136	16854
66	138	16853
67	141	16897
68	143	16904
69	145	16910
70	147	16862
71	150	16987
72	152	16983
73	156	17149
74	158	17147
75	161	17273
76	164	17334
77	166	17295
78	167	17235
79	169	17164
80	170	17100
81	173	17180
82	175	17190
83	178	17216
84	181	17309
85	184	17385
86	186	17378
87	189	17443
88	192	17500
89	195	17603
90	198	17670
91	201	17710
92	203	17761
93	206	17787
94	209	17823
95	211	17841
96	214	17869
97	216	17921
98	219	17954
99	222	17964
100	224	17985
101	226	17994
102	228	17981
103	231	18002
104	233	17947
105	234	17854
106	235	17767
107	236	17684
108	237	17610
109	238	17535
110	240	17498
111	242	17528
112	245	17541
113	247	17545
114	249	17539
115	252	17554
116	254	17562
117	256	17518
118	257	17449
119	258	17405
120	260	17392
121	262	17376
122	264	17343
123	266	17309
124	267	17286
125	270	17302
126	271	17270
127	273	17235
128	275	17201
129	276	17155
130	278	17136
131	280	17125
132	282	17093
133	283	17045
134	284	16990
135	285	16940
136	287	16910
137	291	16984
138	292	16956
139	294	16916
140	295	16885
141	298	16900
142	299	16871
143	302	16878
144	303	16866
145	306	16872
146	308	16875
147	309	16847
148	311	16828
149	314	16865
150	317	16905
151	319	16882
152	322	16944
153	324	16913
154	326	16936
155	328	16914
156	330	16899
157	332	16897
158	333	16862
159	336	16886
160	337	16853
161	339	16822
162	341	16804
163	343	16813
164	345	16826
165	347	16823
166	349	16793
167	350	16760
168	352	16722
169	354	16710
170	355	16691
171	357	16692
172	359	16666
173	361	16648
174	364	16677
175	368	16767
176	370	16780
177	373	16818
178	375	16821
179	378	16834
180	381	16866
181	383	16880
182	385	16866
183	386	16835
184	388	16803
185	391	16851
186	394	16876
187	396	16874
188	398	16858
189	400	16846
190	402	16854
191	404	16854
192	407	16873
193	409	16900
194	413	16947
195	415	16959
196	419	17029
197	422	17062
198	424	17041
199	426	17055
200	430	17101
201	432	17097
202	435	17145
203	438	17172
204	441	17186
205	443	17210
206	446	17225
207	449	17270
208	452	17284
209	455	17302
210	459	17374
211	462	17394
212	465	17438
213	469	17484
214	471	17504
215	474	17518
216	477	17550
217	479	17556
218	484	17651
219	487	17675
220	490	17691
221	495	17776
222	503	17987
223	510	18172
224	516	18289
225	521	18382
226	529	18564
227	552	19309
228	566	19683
229	583	20183
230	590	20357
231	596	20457
232	599	20486
233	610	20776
234	618	20954
235	623	21008
236	626	21041
237	629	21040
238	632	21050
239	636	21085
240	641	21160
241	645	21214
242	648	21217
243	652	21254
244	658	21356
245	662	21388
246	667	21485
247	674	21606
248	682	21773
249	686	21804
250	690	21841
251	692	21823
252	694	21798
253	697	21785
254	699	21760
255	702	21770
256	707	21838
257	709	21833
258	712	21811
259	717	21889
260	720	21899
261	725	21944
262	730	22019
263	737	22148
264	746	22333
265	756	22543
266	765	22707
267	775	22942
268	780	22990
269	785	23059
270	795	23247
271	802	23367
272	809	23495
273	819	23676
274	872	25131
275	880	25264
276	893	25525
277	901	25663
278	919	26071
279	924	26135
280	930	26202
281	935	26243
282	939	26262
283	943	26275
284	949	26351
285	956	26445
286	963	26540
287	968	26589
288	975	26665
289	983	26790
290	988	26826
291	995	26928
292	1001	26994
293	1006	27047
294	1010	27055
295	1015	27084
296	1020	27140
297	1028	27258
298	1036	27364
299	1043	27445
300	1048	27474
301	1054	27559
302	1059	27593
303	1065	27635
304	1072	27745
305	1077	27779
306	1082	27809
307	1089	27877
308	1094	27929
309	1098	27924
310	1102	27944
311	1107	27974
312	1112	28012
313	1115	27987
314	1120	28019
315	1123	28000
316	1127	27999
317	1130	27985
318	1133	27986
319	1140	28047
320	1148	28162
321	1153	28194
322	1158	28223
323	1164	28277
324	1171	28353
325	1175	28364
326	1181	28415
327	1186	28450
328	1190	28456
329	1194	28466
330	1198	28465
331	1202	28458
332	1204	28422
333	1206	28392
334	1210	28382
335	1214	28392
336	1219	28424
337	1223	28432
338	1225	28393
339	1229	28401
340	1234	28411
341	1239	28447
342	1243	28455
343	1248	28472
344	1252	28488
345	1256	28484
346	1260	28501
347	1264	28503
348	1271	28575
349	1276	28609
350	1280	28597
351	1283	28597
352	1290	28653
353	1297	28737
354	1304	28792
355	1311	28860
356	1318	28933
357	1325	29005
358	1331	29044
359	1337	29097
360	1340	29088
361	1344	29071
362	1348	29077
363	1351	29057
364	1356	29078
365	1361	29112
366	1366	29131
367	1370	29135
368	1375	29152
369	1379	29157
370	1385	29213
371	1388	29195
372	1392	29187
373	1396	29200
374	1400	29190
375	1403	29175
376	1406	29156
377	1410	29153
378	1415	29173
379	1419	29188
380	1426	29247
381	1430	29253
382	1433	29226
383	1436	29213
384	1443	29264
385	1447	29270
386	1450	29263
387	1455	29275
388	1458	29253
389	1460	29215
390	1462	29179
391	1465	29152
392	1468	29135
393	1471	29133
394	1474	29115
395	1479	29128
396	1484	29142
397	1487	29124
398	1491	29134
399	1496	29147
400	1501	29175
401	1505	29176
402	1509	29167
403	1512	29163
404	1515	29144
405	1519	29131
406	1522	29112
407	1527	29135
408	1546	29436
409	1551	29454
410	1557	29482
411	1560	29465
412	1565	29488
413	1568	29469
414	1571	29444
415	1576	29466
416	1578	29429
417	1581	29408
418	1584	29395
419	1590	29434
420	1593	29413
421	1598	29425
422	1602	29429
423	1608	29465
424	1611	29459
425	1618	29511
426	1622	29512
427	1626	29497
428	1630	29496
429	1633	29482
430	1636	29470
431	1641	29484
432	1646	29501
433	1650	29506
434	1654	29506
435	1659	29519
436	1664	29538
437	1668	29533
438	1672	29535
439	1677	29547
440	1681	29560
441	1685	29550
442	1688	29537
443	1690	29501
444	1693	29473
445	1697	29489
446	1703	29513
447	1706	29491
448	1710	29489
449	1714	29494
450	1718	29489
451	1722	29498
452	1727	29514
453	1732	29529
454	1736	29534
455	1741	29549
456	1747	29571
457	1752	29585
458	1757	29608
459	1762	29625
460	1766	29618
461	1768	29596
462	1773	29602
463	1777	29611
464	1783	29632
465	1787	29635
466	1792	29644
467	1795	29629
468	1798	29619
469	1801	29602
470	1805	29590
471	1809	29598
472	1812	29576
473	1816	29584
474	1820	29577
475	1823	29565
476	1828	29582
477	1832	29577
478	1847	29751
479	1850	29738
480	1856	29761
481	1860	29765
482	1863	29747
483	1868	29760
484	1874	29783
485	1879	29795
486	1884	29817
487	1890	29842
488	1894	29851
489	1898	29835
490	1902	29844
491	1906	29837
492	1909	29818
493	1913	29819
494	1918	29825
495	1920	29797
496	1923	29788
497	1929	29808
498	1933	29803
499	1936	29787
500	1941	29811
501	1947	29825
502	1952	29841
503	1955	29831
504	1958	29816
505	1962	29810
506	1965	29795
507	1969	29784
508	1971	29755
509	1973	29723
510	1977	29724
511	1982	29741
512	1988	29758
